,Company,Style,Price,Star Ratings List,Size,Country of Manufacturer,Units Sold,Units Returned,Months on Market,Sales Trend,Average Star Rating
25,Classic Cuts,wide,94.86000000000001,"[1.4, 3.2, 5.0, 4.6, 2.2, 2.2, 2.8, 3.8, 4.0, 2.3]",XL,China,2644,-25,53,Increasing,1.6851328849994185
26,Comfort Fit,paper bag,125.12,"[1.7, 4.3, 3.3, 3.0, 4.2, 5.0, 3.3, 3.9, 2.4, 2.7]",M,Vietnam,5642,384,14,Stable,1.879066581787766
27,Urban Style,sailor,44.260000000000005,"[3.3, 1.0, 3.0, 5.0, 4.4, 3.6, 3.4, 3.4, 4.6, 2.8]",XL,Bangladesh,3148,167,33,Decreasing,1.939900412651872
28,Urban Style,flared,33.45,"[2.6, 2.8, 4.6, 2.9, 5.0, 5.0, 3.9, 3.3, 3.6, 5.0]",XL,India,6505,56,2,Increasing,2.324341997764146
29,Jeans Unlimited,jogger,121.33,"[3.5, 5.0, 5.0, 1.6, 2.4, 5.0, 4.0, 3.8, 1.8, 2.0]",M,India,5976,243,16,Stable,1.905031866199601
30,Urban Style,paper bag,82.86,"[3.4, 2.7, 2.4, 2.5, 5.0, 4.2, 2.2, 3.8, 5.0, 2.0]",XL,Turkey,4779,117,41,Stable,1.8276076282199698
31,Comfort Fit,cropped,111.39,"[4.8, 2.8, 2.7, 2.3, 3.5, 5.0, 3.8, 5.0, 2.2, 2.2]",L,Bangladesh,10007,350,3,Decreasing,1.9224304783699333
32,Urban Style,cropped,129.48999999999998,"[1.9, 4.2, 1.3, 3.2, 5.0, 2.1, 1.7, 4.5, 5.0, 2.9]",L,Bangladesh,8477,198,17,Increasing,1.7099249185653853
33,Comfort Fit,cropped,82.19,"[4.7, 5.0, 2.3, 2.6, 5.0, 3.1, 5.0, 4.8, 1.7, 2.0]",XL,Vietnam,77,448,38,Stable,2.091352798051915
34,Comfort Fit,trouser,97.25,"[2.8, 3.7, 3.6, 5.0, 4.3, 4.7, 1.2, 5.0, 2.5, 1.1]",XL,Turkey,5413,386,43,Increasing,1.8877040734336523
35,Comfort Fit,wide,56.06,"[5.0, 1.7, 3.0, 4.1, 5.0, 3.8, 3.9, 3.9, 3.1, 3.8]",M,Turkey,7132,43,21,Decreasing,2.192294017303782
36,Retro Wear,straight,98.27,"[4.6, 1.9, 3.7, 4.7, 3.4, 5.0, 3.9, 5.0, 2.2, 2.7]",XL,Bangladesh,7447,430,8,Decreasing,2.1737621653427057
37,Vintage Vogue,wide,23.04,"[5.0, 2.9, 1.6, 3.3, 1.2, 5.0, 5.0, 1.5, 3.4, 3.1]",S,Vietnam,8541,274,60,Increasing,1.7265355336513357
38,Retro Wear,wide,100.57,"[2.7, 2.1, 4.9, 1.5, 1.9, 5.0, 3.6, 4.9, 1.1, 4.5]",S,China,166,94,10,Increasing,1.7432126128170133
39,Blue Threads,straight,69.44,"[4.1, 1.3, 3.9, 2.4, 3.8, 3.0, 5.0, 5.0, 3.9, 5.0]",S,China,9570,32,56,Stable,2.201590360105674
40,Jeans Unlimited,tapered,75.88,"[4.8, 5.0, 3.6, 2.7, 4.7, 5.0, 2.9, 5.0, 5.0, 1.9]",XS,USA,1110,255,20,Decreasing,2.5105261539470853
41,Jeans Unlimited,flared,100.14999999999999,"[1.2, 4.2, 1.7, 3.8, 5.0, 2.4, 3.2, 5.0, 3.2, 2.7]",XL,Mexico,6229,275,36,Stable,1.7599565045395236
42,Vintage Vogue,skinny,99.82000000000001,"[2.3, 4.8, 3.6, 5.0, 1.9, 2.3, 1.3, 2.6, 3.4, 2.3]",M,Turkey,7876,437,21,Increasing,1.5235815007292683
43,Denim Co.,cropped,26.29,"[3.4, 5.0, 4.3, 2.4, 2.6, 5.0, 5.0, 4.2, 2.3, 2.3]",M,India,6145,446,26,Decreasing,2.1186459944846874
44,Vintage Vogue,cropped,112.7,"[5.0, 2.7, 3.5, 3.2, 5.0, 5.0, 4.5, 1.9, 1.8, 1.3]",XS,Vietnam,497,247,11,Decreasing,1.8877040734336514
45,Urban Style,jogger,139.67000000000002,"[5.0, 1.9, 5.0, 1.1, 3.2, 2.4, 3.3, 1.9, 5.0, 2.3]",S,Vietnam,9748,110,23,Increasing,1.652306434175613
46,Jeans Unlimited,trouser,63.78999999999999,"[1.5, 1.1, 4.3, 5.0, 4.0, 2.3, 4.9, 5.0, 2.1, 2.9]",S,Turkey,7728,165,27,Stable,1.8190916143115734
47,Vintage Vogue,cropped,103.1,"[4.1, 2.1, 2.1, 2.3, 4.4, 5.0, 4.0, 2.8, 4.1, 4.8]",XS,China,6555,-1,21,Stable,2.0462481552711163
48,Denim Co.,wide,66.65,"[4.1, 2.6, 1.0, 5.0, 2.8, 2.2, 4.0, 3.5, 5.0, 1.1]",L,Bangladesh,5951,406,46,Decreasing,1.6686869882431197
49,Blue Threads,trouser,62.099999999999994,"[4.1, 3.9, 2.8, 2.1, 5.0, 5.0, 5.0, 3.3, 3.5, 3.5]",L,Turkey,5234,375,38,Stable,2.27670544815825
50,Modern Denim,paper bag,89.86,"[2.2, 3.2, 3.6, 4.9, 1.1, 4.6, 5.0, 3.8, 1.4, 3.2]",L,USA,4759,274,25,Stable,1.8105927367269654
51,Modern Denim,flared,92.89999999999999,"[3.7, 4.4, 2.0, 5.0, 3.1, 2.0, 3.6, 4.0, 5.0, 5.0]",L,Turkey,1094,427,57,Stable,2.2389810021803473
52,Denim Co.,paper bag,105.86999999999999,"[1.7, 5.0, 2.1, 2.9, 2.1, 5.0, 4.7, 1.2, 2.4, 1.2]",L,China,870,227,56,Increasing,1.429695474265731
53,Blue Threads,skinny,29.84,"[1.4, 1.6, 3.6, 2.8, 1.2, 5.0, 2.8, 3.2, 1.9, 4.9]",XS,USA,6675,411,39,Increasing,1.4374334993047326
54,Modern Denim,cropped,147.73999999999998,"[3.4, 5.0, 3.1, 3.1, 4.5, 4.9, 1.9, 1.9, 1.7, 2.1]",S,Bangladesh,3457,87,16,Decreasing,1.6933804317911663
55,Denim Co.,sailor,118.21000000000001,"[4.9, 3.0, 4.2, 5.0, 5.0, 3.2, 4.2, 2.3, 3.7, 5.0]",XL,Mexico,6051,300,51,Stable,2.5005124517910793
56,Comfort Fit,wide,24.740000000000002,"[1.1, 3.4, 5.0, 2.9, 4.8, 4.0, 1.3, 2.4, 2.9, 5.0]",XL,USA,9114,407,28,Stable,1.7936461848862064
57,Denim Co.,wide,148.51,"[3.1, 3.7, 5.0, 2.7, 3.8, 1.1, 1.7, 2.3, 4.3, 1.5]",XL,Vietnam,173,269,39,Decreasing,1.4998986039218278
58,Trendy Tailors,cropped,69.07,"[4.3, 3.6, 5.0, 3.6, 3.3, 2.5, 1.6, 3.9, 1.3, 1.2]",M,India,756,106,39,Decreasing,1.5874319485779078
59,Comfort Fit,tapered,122.47,"[5.0, 5.0, 1.0, 3.1, 2.5, 1.4, 2.9, 4.5, 5.0, 4.9]",M,Vietnam,876,11,50,Stable,2.0105040344391902
60,Modern Denim,straight,147.4,"[1.6, 5.0, 4.6, 1.9, 1.3, 2.8, 5.0, 5.0, 4.8, 4.5]",XS,Turkey,4462,173,6,Stable,2.118645994484688
61,Vintage Vogue,tapered,19.490000000000002,"[2.0, 1.9, 3.9, 4.2, 3.9, 1.9, 5.0, 2.0, 4.0, 3.8]",XS,Turkey,995,80,46,Stable,1.7767675702988823
62,Modern Denim,trouser,67.23,"[1.1, 5.0, 2.1, 5.0, 1.9, 1.6, 3.3, 3.2, 3.3, 5.0]",S,Bangladesh,5254,296,51,Increasing,1.6851328849994185
63,Urban Style,wide,97.35,"[2.1, 4.7, 5.0, 2.0, 5.0, 3.1, 4.3, 1.5, 4.0, 4.5]",M,China,8957,201,24,Stable,2.091352798051915
64,Retro Wear,sailor,36.08,"[5.0, 4.7, 4.4, 5.0, 4.7, 2.6, 1.2, 3.5, 2.3, 4.6]",S,China,3579,189,57,Stable,2.257801038744198
65,Vintage Vogue,straight,144.91,"[3.2, 1.4, 3.1, 4.3, 5.0, 2.2, 4.4, 5.0, 4.4, 5.0]",L,Bangladesh,7186,290,60,Decreasing,2.257801038744198
66,Trendy Tailors,wide,106.57000000000001,"[1.7, 1.8, 3.6, 5.0, 2.7, 3.3, 3.1, 2.7, 3.2, 5.0]",S,Turkey,3205,360,46,Stable,1.7348657437456332
67,Comfort Fit,skinny,38.24,"[1.4, 3.3, 3.0, 4.7, 5.0, 4.9, 4.5, 4.3, 1.4, 2.9]",S,Mexico,499,513,63,Stable,2.0194120848938413
68,Vintage Vogue,flared,36.91,"[5.0, 1.9, 1.7, 3.3, 4.6, 4.6, 5.0, 3.9, 1.5, 3.0]",XS,Vietnam,9491,356,20,Stable,1.939900412651872
69,Urban Style,jogger,117.03999999999999,"[1.7, 1.5, 2.0, 3.4, 5.0, 3.6, 1.7, 2.4, 4.1, 4.9]",XS,Turkey,4537,494,7,Decreasing,1.5874319485779074
70,Modern Denim,trouser,141.97,"[5.0, 2.9, 1.6, 2.1, 4.9, 4.2, 3.9, 3.6, 1.6, 3.2]",S,Vietnam,9662,50,16,Stable,1.8105927367269663
71,Vintage Vogue,jogger,59.15,"[2.1, 1.3, 5.0, 4.3, 5.0, 2.2, 4.4, 4.5, 2.9, 1.6]",M,India,2765,244,5,Decreasing,1.8361408309936622
72,Urban Style,straight,86.35,"[3.9, 3.5, 4.3, 1.4, 2.8, 3.6, 4.5, 5.0, 5.0, 3.1]",S,India,4462,8,9,Stable,2.1737621653427044
73,Classic Cuts,wide,34.589999999999996,"[2.0, 4.5, 2.9, 5.0, 2.0, 3.1, 2.7, 3.0, 3.1, 1.4]",L,Turkey,315,443,14,Decreasing,1.5394489327109562
74,Urban Style,cropped,108.67999999999999,"[4.3, 2.0, 3.2, 5.0, 4.1, 3.6, 1.3, 2.9, 5.0, 1.0]",M,Mexico,1684,371,39,Increasing,1.7599565045395236
75,Trendy Tailors,skinny,84.07000000000001,"[4.4, 2.0, 5.0, 2.8, 4.2, 1.9, 2.1, 4.0, 1.2, 2.9]",XS,Bangladesh,6365,115,10,Stable,1.6035539515683377
76,Trendy Tailors,tapered,90.41999999999999,"[3.5, 3.1, 4.9, 2.5, 3.7, 3.1, 1.6, 1.5, 5.0, 4.5]",L,Bangladesh,4522,430,7,Increasing,1.8446912760928613
77,Modern Denim,skinny,77.06,"[4.8, 1.8, 5.0, 1.8, 1.6, 5.0, 5.0, 4.8, 2.2, 2.7]",XL,Vietnam,3932,446,46,Decreasing,1.957442188853983
78,Denim Co.,paper bag,129.51,"[2.9, 2.1, 3.8, 4.9, 5.0, 2.4, 1.9, 5.0, 5.0, 1.1]",L,Bangladesh,2630,59,33,Increasing,1.905031866199602
79,Vintage Vogue,sailor,137.63,"[3.2, 5.0, 2.6, 2.5, 4.8, 1.4, 2.9, 2.5, 3.2, 5.0]",L,China,7200,508,53,Decreasing,1.8190916143115725
80,Comfort Fit,flared,27.580000000000002,"[4.6, 4.3, 2.1, 5.0, 4.5, 2.0, 4.0, 5.0, 1.8, 1.4]",XL,Turkey,6549,215,61,Increasing,1.957442188853983
81,Retro Wear,flared,16.64,"[2.5, 5.0, 4.8, 3.8, 3.8, 1.3, 4.8, 3.6, 3.4, 5.0]",S,USA,3145,164,26,Decreasing,2.257801038744198
82,Retro Wear,skinny,94.53,"[4.9, 3.6, 3.5, 3.0, 3.7, 4.3, 2.5, 2.9, 1.1, 5.0]",XS,USA,5767,398,54,Decreasing,1.939900412651872
83,Urban Style,trouser,42.61,"[1.0, 5.0, 5.0, 2.3, 5.0, 2.9, 2.9, 1.3, 1.9, 2.5]",S,Vietnam,4190,-20,11,Stable,1.5474063755065868
84,Denim Co.,sailor,101.52,"[2.8, 4.5, 3.7, 5.0, 2.2, 5.0, 5.0, 3.0, 4.8, 3.3]",XL,Bangladesh,8776,152,12,Stable,2.38223258194102
85,Urban Style,jogger,74.28,"[5.0, 2.3, 5.0, 4.9, 4.0, 3.2, 3.3, 3.6, 4.5, 3.5]",XS,Bangladesh,8715,-20,27,Decreasing,2.38223258194102
86,Denim Co.,trouser,140.51999999999998,"[2.1, 5.0, 3.3, 1.9, 3.6, 2.7, 1.8, 3.3, 5.0, 5.0]",XL,China,2347,148,42,Increasing,1.8704466139817328
87,Urban Style,trouser,154.24,"[3.1, 2.3, 1.8, 1.7, 1.9, 1.7, 5.0, 5.0, 1.4, 5.0]",M,Vietnam,9344,320,54,Decreasing,1.4763570296167658
88,Urban Style,skinny,50.28,"[2.5, 1.1, 2.3, 4.2, 5.0, 5.0, 3.2, 2.4, 2.4, 4.5]",M,Turkey,3689,56,5,Decreasing,1.7767675702988819
89,Retro Wear,paper bag,118.19,"[1.6, 1.2, 4.0, 5.0, 4.4, 3.6, 3.5, 1.9, 5.0, 5.0]",XS,China,3657,103,11,Stable,2.0016145093534483
90,Retro Wear,flared,62.1,"[1.3, 3.2, 3.0, 2.7, 5.0, 4.5, 4.7, 5.0, 4.9, 5.0]",XS,Mexico,10040,81,23,Stable,2.38223258194102
91,Classic Cuts,sailor,90.77000000000001,"[5.0, 5.0, 3.1, 2.6, 1.5, 2.2, 3.0, 2.7, 1.8, 3.4]",S,Mexico,1854,467,17,Increasing,1.5874319485779078
92,Trendy Tailors,straight,149.47,"[2.3, 3.5, 5.0, 5.0, 3.3, 1.1, 1.9, 5.0, 2.9, 1.2]",XL,USA,364,108,28,Decreasing,1.6604885619845433
93,Modern Denim,wide,60.36,"[2.1, 1.4, 3.5, 2.7, 3.9, 4.6, 5.0, 5.0, 1.7, 2.5]",XS,USA,5133,99,60,Increasing,1.7599565045395236
94,Vintage Vogue,skinny,91.84,"[3.8, 3.5, 2.4, 1.1, 4.2, 4.5, 3.3, 5.0, 3.7, 1.3]",M,Turkey,5228,476,39,Decreasing,1.7936461848862064
95,Comfort Fit,straight,112.82000000000001,"[3.8, 3.6, 4.6, 4.4, 5.0, 1.7, 2.5, 1.6, 1.7, 4.8]",XL,Bangladesh,1610,405,12,Increasing,1.870446613981732
96,Vintage Vogue,wide,59.669999999999995,"[3.1, 4.5, 4.0, 5.0, 5.0, 4.2, 4.2, 4.2, 4.4, 5.0]",XS,Bangladesh,2690,-20,43,Decreasing,2.823543272217697
97,Comfort Fit,wide,73.51,"[4.3, 4.4, 1.2, 5.0, 2.6, 4.6, 2.0, 2.5, 5.0, 1.9]",L,China,3338,401,17,Decreasing,1.8532590179085613
98,Classic Cuts,cropped,25.41,"[4.9, 2.2, 3.2, 2.3, 5.0, 2.3, 4.6, 3.6, 2.7, 4.4]",L,USA,8161,325,40,Stable,2.0016145093534483
99,Classic Cuts,cropped,47.660000000000004,"[1.6, 5.0, 3.0, 2.0, 5.0, 5.0, 3.3, 4.5, 2.0, 3.2]",M,Turkey,483,283,41,Increasing,1.9486622873431183
100,Retro Wear,tapered,47.47,"[4.7, 2.3, 5.0, 4.9, 3.9, 1.1, 4.7, 1.9, 5.0, 4.4]",L,China,8495,133,16,Stable,2.248380532697135
101,Jeans Unlimited,straight,139.26,"[4.1, 5.0, 3.1, 1.6, 1.6, 2.3, 5.0, 1.8, 4.3, 3.6]",L,China,6355,279,17,Decreasing,1.7599565045395236
102,Urban Style,tapered,65.32000000000001,"[3.1, 4.3, 5.0, 1.3, 3.0, 3.1, 4.9, 2.4, 4.0, 1.4]",XL,Turkey,6116,297,46,Stable,1.7683536175558443
103,Blue Threads,cropped,65.24,"[3.3, 3.5, 3.3, 5.0, 3.6, 4.6, 5.0, 1.5, 5.0, 1.4]",S,India,1465,499,5,Increasing,2.091352798051915
104,Blue Threads,skinny,136.69,"[3.1, 4.6, 3.7, 4.4, 5.0, 2.7, 1.5, 1.5, 1.8, 3.9]",XS,Vietnam,9087,329,12,Decreasing,1.7432126128170133
105,Jeans Unlimited,trouser,42.0,"[2.2, 4.9, 3.7, 4.3, 3.5, 2.5, 5.0, 2.1, 1.1, 5.0]",S,China,4613,302,61,Decreasing,1.9224304783699333
106,Comfort Fit,paper bag,133.19000000000003,"[3.7, 4.0, 2.8, 1.6, 5.0, 1.6, 5.0, 5.0, 2.6, 2.8]",S,Vietnam,4324,154,23,Decreasing,1.905031866199602
107,Classic Cuts,wide,112.92,"[1.1, 2.1, 4.7, 2.7, 3.7, 1.4, 4.2, 5.0, 1.1, 5.0]",XL,Bangladesh,7920,15,33,Decreasing,1.6441405685069412
108,Comfort Fit,wide,109.50999999999999,"[2.8, 2.1, 2.3, 5.0, 4.5, 3.8, 1.5, 1.7, 4.0, 5.0]",M,Vietnam,5290,216,22,Decreasing,1.7851984100359064
109,Comfort Fit,sailor,113.41999999999999,"[1.7, 3.4, 2.4, 4.2, 4.4, 4.5, 5.0, 3.7, 5.0, 5.0]",M,Bangladesh,9404,446,37,Decreasing,2.38223258194102
110,Vintage Vogue,straight,56.75,"[5.0, 3.7, 1.7, 2.3, 3.9, 1.7, 3.3, 4.4, 5.0, 3.7]",M,Bangladesh,1075,260,44,Stable,1.9574421888539835
111,Trendy Tailors,sailor,60.93,"[1.5, 4.4, 5.0, 3.1, 4.5, 2.4, 4.5, 2.7, 4.0, 2.9]",M,USA,4004,216,11,Stable,1.9838907373057266
112,Modern Denim,flared,121.92999999999999,"[1.9, 3.3, 5.0, 2.9, 5.0, 5.0, 3.6, 5.0, 1.8, 4.4]",M,USA,3786,306,55,Stable,2.248380532697135
113,Blue Threads,straight,125.59,"[3.5, 2.3, 4.4, 1.1, 5.0, 5.0, 4.4, 5.0, 2.2, 2.4]",XS,China,8989,463,51,Decreasing,2.0105040344391902
114,Vintage Vogue,trouser,51.69,"[4.0, 5.0, 1.1, 4.6, 3.9, 2.3, 2.2, 1.9, 4.5, 3.6]",XL,Mexico,1960,88,53,Decreasing,1.8190916143115734
115,Blue Threads,flared,123.78,"[5.0, 2.0, 4.4, 1.2, 4.1, 5.0, 3.6, 2.0, 3.3, 2.5]",XL,Mexico,-29,51,39,Increasing,1.8190916143115734
116,Blue Threads,skinny,112.0,"[2.0, 1.7, 4.1, 5.0, 3.0, 1.3, 3.1, 3.7, 1.8, 2.7]",M,China,3732,141,22,Increasing,1.437433499304733
117,Urban Style,trouser,24.15,"[4.4, 1.3, 1.2, 4.3, 5.0, 1.3, 1.6, 1.2, 1.4, 1.9]",XL,India,9840,76,41,Increasing,1.0833128649406696
118,Trendy Tailors,flared,91.94,"[1.1, 2.3, 5.0, 4.2, 5.0, 3.2, 1.4, 1.6, 3.6, 5.0]",M,USA,7105,141,17,Decreasing,1.7599565045395236
119,Retro Wear,cropped,105.93,"[3.3, 4.4, 2.0, 5.0, 4.7, 3.9, 4.5, 1.0, 4.0, 4.9]",XL,China,9413,88,6,Stable,2.2296023319881213
120,Vintage Vogue,sailor,153.83,"[5.0, 2.3, 1.5, 4.0, 2.7, 2.0, 1.1, 5.0, 3.5, 3.6]",S,Turkey,5694,327,28,Stable,1.6197401920324044
121,Retro Wear,jogger,16.82,"[4.8, 3.2, 1.6, 5.0, 1.7, 4.6, 2.1, 3.8, 3.1, 2.4]",L,Bangladesh,8640,239,24,Increasing,1.7515761848244589
122,Retro Wear,flared,71.79,"[2.8, 5.0, 4.9, 3.4, 4.4, 5.0, 1.1, 3.6, 5.0, 3.2]",L,India,4094,502,40,Decreasing,2.2956951922519115
123,Comfort Fit,skinny,139.39000000000001,"[3.9, 3.5, 4.3, 4.7, 3.1, 5.0, 5.0, 4.2, 4.7, 3.0]",XS,China,4056,490,15,Decreasing,2.5915517580426997
124,Comfort Fit,skinny,57.86,"[5.0, 4.1, 5.0, 3.8, 1.8, 2.3, 4.4, 2.3, 1.5, 5.0]",XS,Bangladesh,7306,366,19,Stable,2.0016145093534483
125,Blue Threads,tapered,111.11999999999999,"[3.3, 5.0, 4.9, 3.4, 5.0, 1.6, 2.5, 3.6, 5.0, 1.7]",S,Vietnam,197,-9,40,Decreasing,2.0732537685868664
126,Denim Co.,jogger,158.05,"[4.9, 5.0, 1.6, 3.5, 4.0, 2.6, 4.0, 3.9, 2.5, 2.0]",XS,Vietnam,2548,468,20,Decreasing,1.8963591481556645
127,Blue Threads,cropped,44.5,"[5.0, 2.4, 2.2, 4.9, 1.7, 5.0, 3.3, 4.5, 2.5, 5.0]",M,Mexico,3477,389,50,Increasing,2.118645994484688
128,Vintage Vogue,cropped,97.45,"[5.0, 4.6, 4.2, 1.6, 1.5, 4.3, 1.6, 3.0, 5.0, 4.9]",XL,Turkey,5905,269,17,Increasing,2.0462481552711163
129,Classic Cuts,straight,130.10000000000002,"[2.8, 5.0, 3.6, 4.4, 2.8, 1.5, 3.7, 5.0, 2.8, 2.0]",XS,Bangladesh,6261,126,49,Stable,1.8618441117748818
130,Urban Style,flared,127.09,"[2.5, 5.0, 4.7, 5.0, 2.8, 4.9, 4.6, 3.0, 3.1, 3.5]",S,Vietnam,9579,264,4,Stable,2.3628459966786632
131,Urban Style,paper bag,104.96000000000001,"[4.7, 3.1, 3.0, 5.0, 4.6, 2.2, 5.0, 2.9, 3.4, 2.6]",S,China,1239,234,-1,Decreasing,2.118645994484688
132,Classic Cuts,straight,60.86,"[1.8, 3.3, 2.2, 2.1, 3.2, 3.1, 4.9, 2.5, 5.0, 3.2]",XL,Turkey,8505,264,58,Decreasing,1.6686869882431197
133,Jeans Unlimited,jogger,117.33,"[2.0, 4.6, 1.0, 4.6, 4.1, 2.5, 4.2, 4.3, 3.4, 5.0]",M,USA,6372,45,21,Decreasing,2.0462481552711163
134,Vintage Vogue,cropped,127.43,"[5.0, 2.5, 4.7, 5.0, 4.6, 2.7, 3.9, 1.7, 3.0, 5.0]",L,Turkey,2927,218,20,Decreasing,2.267242637500627
135,Classic Cuts,cropped,51.71,"[5.0, 1.5, 1.3, 5.0, 1.2, 1.8, 1.9, 5.0, 3.8, 3.5]",M,China,5909,88,1,Stable,1.563368848668292
136,Trendy Tailors,sailor,136.48,"[3.5, 5.0, 1.6, 2.8, 1.8, 4.3, 5.0, 5.0, 4.0, 3.7]",L,USA,1406,13,26,Increasing,2.136938939981779
137,Vintage Vogue,jogger,94.9,"[2.9, 4.1, 1.0, 1.1, 1.7, 5.0, 5.0, 2.8, 1.2, 2.0]",XS,Bangladesh,9064,142,35,Decreasing,1.3154781871522907
138,Comfort Fit,straight,156.74,"[4.2, 1.3, 1.7, 5.0, 3.2, 3.0, 5.0, 5.0, 4.8, 2.0]",L,Vietnam,2487,74,61,Stable,2.0016145093534483
139,Jeans Unlimited,flared,59.33,"[4.5, 4.9, 3.8, 4.4, 2.9, 5.0, 3.0, 3.7, 5.0, 4.2]",XL,USA,1453,31,14,Increasing,2.5915517580426997
140,Blue Threads,flared,36.94,"[1.3, 2.6, 1.6, 5.0, 4.7, 4.8, 3.8, 2.6, 1.9, 1.8]",XS,China,9875,18,3,Decreasing,1.5713739345482098
141,Classic Cuts,paper bag,112.71000000000001,"[3.1, 3.1, 2.7, 5.0, 5.0, 1.3, 3.2, 5.0, 4.7, 3.1]",XL,China,5356,154,7,Increasing,2.091352798051915
142,Classic Cuts,paper bag,89.58000000000001,"[5.0, 4.8, 1.5, 4.3, 1.1, 2.4, 1.8, 1.1, 4.5, 1.1]",L,Turkey,9290,73,54,Increasing,1.3759628057595685
143,Comfort Fit,skinny,53.92,"[3.5, 2.9, 1.9, 5.0, 3.9, 2.5, 1.3, 1.4, 4.9, 1.9]",XS,India,1461,527,59,Increasing,1.499898603921828
144,Urban Style,sailor,147.1,"[2.0, 2.7, 2.2, 3.1, 1.4, 3.2, 1.1, 5.0, 4.4, 5.0]",XS,India,5826,76,49,Increasing,1.57137393454821
145,Retro Wear,skinny,130.73,"[2.6, 5.0, 4.9, 4.4, 3.6, 1.0, 5.0, 3.3, 1.7, 3.3]",XL,USA,4427,399,31,Decreasing,1.9662401849160123
146,Retro Wear,skinny,155.64,"[2.0, 5.0, 2.6, 3.9, 5.0, 5.0, 1.5, 2.1, 3.2, 1.1]",S,Vietnam,1577,388,20,Increasing,1.6769017499897676
147,Jeans Unlimited,straight,121.28,"[1.6, 1.8, 4.3, 1.0, 4.5, 4.6, 5.0, 5.0, 3.5, 3.1]",L,Vietnam,3615,55,1,Increasing,1.9311564981655658
148,Urban Style,paper bag,60.489999999999995,"[5.0, 4.9, 5.0, 2.2, 2.9, 4.6, 1.2, 2.5, 4.7, 3.3]",M,USA,8899,119,1,Increasing,2.1004311550203028
149,Blue Threads,wide,32.7,"[3.5, 1.2, 1.2, 2.0, 1.2, 4.1, 5.0, 3.5, 2.1, 5.0]",M,India,8027,102,15,Decreasing,1.468541137073599
150,Jeans Unlimited,straight,95.69999999999999,"[2.8, 3.9, 5.0, 2.8, 5.0, 4.8, 2.5, 5.0, 2.4, 1.3]",XL,Mexico,9170,359,1,Stable,2.0283387367633097
151,Vintage Vogue,wide,56.56,"[2.9, 2.9, 3.0, 5.0, 1.4, 4.9, 5.0, 1.3, 5.0, 1.2]",S,Turkey,5476,255,44,Increasing,1.7767675702988823
152,Comfort Fit,trouser,106.14999999999999,"[4.6, 1.7, 4.7, 5.0, 3.0, 3.7, 5.0, 4.0, 3.6, 5.0]",L,Bangladesh,4312,46,51,Increasing,2.480559269263125
153,Retro Wear,cropped,26.380000000000003,"[2.1, 2.0, 2.1, 4.4, 3.2, 4.4, 3.9, 1.1, 5.0, 3.6]",XS,Mexico,1823,430,17,Stable,1.7099249185653862
154,Denim Co.,sailor,128.25,"[1.5, 1.6, 4.6, 1.4, 2.6, 4.4, 1.6, 4.3, 5.0, 2.9]",XS,China,3554,460,12,Decreasing,1.555379671681277
155,Jeans Unlimited,tapered,96.39,"[5.0, 3.3, 3.2, 4.1, 4.1, 2.6, 2.9, 4.2, 3.9, 3.6]",XS,Mexico,7927,-30,49,Increasing,2.155310739274982
156,Blue Threads,cropped,42.879999999999995,"[3.4, 4.9, 4.6, 2.5, 2.8, 4.9, 1.2, 5.0, 4.1, 3.6]",L,India,3060,462,20,Increasing,2.1645264496409453
157,Comfort Fit,sailor,131.67000000000002,"[5.0, 1.6, 1.4, 4.5, 3.3, 2.1, 3.8, 3.9, 1.1, 2.0]",XL,Turkey,3962,203,31,Increasing,1.4607408581010815
158,Urban Style,trouser,101.83,"[1.7, 5.0, 4.3, 5.0, 5.0, 1.2, 2.4, 3.2, 2.8, 2.6]",XL,Turkey,7502,184,52,Decreasing,1.8276076282199698
159,Urban Style,skinny,65.85,"[3.0, 1.6, 4.8, 4.1, 4.1, 2.5, 5.0, 1.4, 5.0, 5.0]",L,China,6735,92,60,Decreasing,2.118645994484688
160,Modern Denim,jogger,71.06,"[2.7, 2.7, 2.1, 4.3, 4.2, 2.5, 5.0, 2.1, 1.8, 3.5]",XS,Turkey,8673,151,60,Stable,1.6359909293908925
161,Modern Denim,flared,27.2,"[1.4, 4.3, 1.6, 3.0, 4.7, 5.0, 3.1, 5.0, 2.1, 3.4]",L,Mexico,5063,326,26,Increasing,1.8618441117748816
162,Classic Cuts,tapered,108.14,"[1.8, 1.5, 5.0, 5.0, 5.0, 3.3, 4.5, 3.1, 2.6, 4.9]",XL,India,4880,163,10,Stable,2.136938939981779
163,Denim Co.,jogger,50.11,"[2.8, 1.3, 5.0, 4.0, 4.4, 2.5, 5.0, 5.0, 2.6, 5.0]",M,Turkey,7389,463,53,Decreasing,2.2202444088498443
164,Comfort Fit,jogger,21.909999999999997,"[5.0, 1.4, 1.7, 2.8, 4.6, 3.6, 5.0, 5.0, 4.3, 1.1]",S,Vietnam,9377,285,19,Stable,1.939900412651872
165,Jeans Unlimited,paper bag,36.22,"[5.0, 5.0, 4.4, 1.7, 1.7, 5.0, 2.3, 3.1, 3.8, 4.7]",XS,Vietnam,6729,307,43,Stable,2.136938939981779
